mitre_id,technique,tactics,groups
T1588.003,Code Signing Certificates,Resource Development,Wizard Spider|OilRig|BlackTech|FIN8|Mustang Panda|Threat Group-3390|Kimsuky
T1648,Serverless Execution,Execution,no
T1548.006,TCC Manipulation,Privilege Escalation,no
T1027.018,Invisible Unicode,Stealth,no
T1055.008,Ptrace System Calls,Stealth|Privilege Escalation,no
T1653,Power Settings,Persistence,no
T1027.007,Dynamic API Resolution,Stealth,Mustang Panda|Kimsuky|Lazarus Group
T1021.001,Remote Desktop Protocol,Lateral Movement,Kimsuky|INC Ransom|Volt Typhoon|APT5|OilRig|Patchwork|FIN8|MirrorFace|BlackByte|APT39|Magic Hound|Wizard Spider|Aquatic Panda|FIN7|Indrik Spider|Silence|HEXANE|Axiom|Cobalt Group|Akira|Agrius|FIN6|FIN10|FIN13|Blue Mockingbird|Scattered Spider|menuPass|Lazarus Group|APT3|Fox Kitten|Leviathan|Dragonfly|APT41|Chimera|Medusa Group|APT1|VOID MANTICORE
T1037.001,Logon Script (Windows),Persistence|Privilege Escalation,APT28|Cobalt Group
T1055.015,ListPlanting,Stealth|Privilege Escalation,no
T1665,Hide Infrastructure,Command And Control,ZIRCONIUM|APT29
T1484,Domain or Tenant Policy Modification,Defense Impairment|Privilege Escalation,no
T1220,XSL Script Processing,Stealth,Cobalt Group|Higaisa
T1596.005,Scan Databases,Reconnaissance,APT41|Volt Typhoon
T1564.001,Hidden Files and Directories,Stealth,APT28|RedCurl|LuminousMoth|Lazarus Group|Mustang Panda|Tropic Trooper|FIN7|Rocke|FIN13|Transparent Tribe|HAFNIUM|APT32
T1578.001,Create Snapshot,Defense Impairment,no
T1591.001,Determine Physical Locations,Reconnaissance,Magic Hound
T1137.002,Office Test,Persistence,APT28
T1587,Develop Capabilities,Resource Development,Kimsuky|Contagious Interview|Moonstone Sleet
T1003.003,NTDS,Credential Access,APT28|Scattered Spider|Sandworm Team|FIN13|FIN6|Volt Typhoon|menuPass|Chimera|Fox Kitten|Medusa Group|Wizard Spider|Dragonfly|APT41|Mustang Panda|Ke3chang|HAFNIUM|LAPSUS$|MirrorFace
T1686.001,Cloud Firewall,Defense Impairment,no
T1602.001,SNMP (MIB Dump),Collection,no
T1686,Disable or Modify System Firewall,Defense Impairment,TeamTNT|ToddyCat|BlackByte|Velvet Ant|Medusa Group|APT38|FIN7|Dragonfly|Kimsuky|Rocke|Salt Typhoon|Carbanak|UNC3886
T1001.002,Steganography,Command And Control,Axiom
T1204.001,Malicious Link,Execution,FIN7|BlackTech|Mustang Panda|Molerats|Windshift|Kimsuky|LazyScripter|Confucius|Saint Bear|WIRTE|APT38|FIN8|TA2541|APT29|Patchwork|APT3|Evilnum|TA505|LuminousMoth|Magic Hound|APT39|APT32|Mofang|FIN4|RedCurl|Sandworm Team|Elderwood|Turla|TA578|Daggerfly|OilRig|Gamaredon Group|EXOTIC LILY|APT-C-36|Cobalt Group|ZIRCONIUM|Transparent Tribe|MuddyWater|Contagious Interview|Wizard Spider|Machete|Mustard Tempest|Sidewinder|APT28|TA577|Winter Vivern|APT33|Leviathan|Earth Lusca
T1550.001,Application Access Token,Lateral Movement,APT28|HAFNIUM
T1547.008,LSASS Driver,Persistence|Privilege Escalation,no
T1569.002,Service Execution,Execution,Chimera|APT39|FIN7|INC Ransom|Velvet Ant|APT41|Silence|Ke3chang|Medusa Group|Blue Mockingbird|APT32|BlackByte|FIN6|Moonstone Sleet|APT38|Wizard Spider
T1078.004,Cloud Accounts,Stealth|Persistence|Privilege Escalation|Initial Access,APT29|APT5|APT28|Storm-0501|VOID MANTICORE|HAFNIUM|Scattered Spider|APT33|LAPSUS$|Ke3chang
T1480.001,Environmental Keying,Stealth,Equation|APT41
T1008,Fallback Channels,Command And Control,OilRig|APT41|Lazarus Group|FIN7|UNC3886
T1680,Local Storage Discovery,Discovery,TeamTNT|Volt Typhoon|Confucius|Tropic Trooper|Lazarus Group|Higaisa|Patchwork|Chimera|ToddyCat|Kimsuky
T1564.004,NTFS File Attributes,Stealth,APT32
T1558.003,Kerberoasting,Credential Access,Wizard Spider|FIN7|Indrik Spider
T1003.006,DCSync,Credential Access,Earth Lusca|Mustang Panda|Storm-0501|LAPSUS$
T1124,System Time Discovery,Discovery,Sidewinder|Volt Typhoon|Higaisa|ZIRCONIUM|BRONZE BUTLER|CURIUM|Turla|Darkhotel|Chimera|FIN7|UNC3886|Lazarus Group|The White Company|Kimsuky
T1053.002,At,Execution|Persistence|Privilege Escalation,Threat Group-3390|APT18|BRONZE BUTLER
T1055.001,Dynamic-link Library Injection,Stealth|Privilege Escalation,Turla|Malteiro|BackdoorDiplomacy|Leviathan|Putter Panda|Kimsuky|Lazarus Group|Tropic Trooper|TA505|Wizard Spider
T1588.005,Exploits,Resource Development,Ember Bear|Kimsuky
T1556,Modify Authentication Process,Defense Impairment|Persistence|Credential Access,FIN13
T1546.017,Udev Rules,Persistence|Privilege Escalation,no
T1056.004,Credential API Hooking,Collection|Credential Access,PLATINUM
T1495,Firmware Corruption,Impact,no
T1490,Inhibit System Recovery,Impact,Medusa Group|Storm-0501|VOID MANTICORE|Wizard Spider|BlackByte|Scattered Spider|Sandworm Team
T1546.007,Netsh Helper DLL,Privilege Escalation|Persistence,no
T1566.003,Spearphishing via Service,Initial Access,CURIUM|Windshift|Ajax Security Team|EXOTIC LILY|Contagious Interview|ToddyCat|FIN6|APT29|OilRig|Dark Caracal|Lazarus Group|Storm-1811|Magic Hound|Moonstone Sleet
T1090.001,Internal Proxy,Command And Control,Velvet Ant|FIN13|Higaisa|Lotus Blossom|Strider|Volt Typhoon|Turla|Lazarus Group|APT39
T1216,System Script Proxy Execution,Stealth,no
T1102.001,Dead Drop Resolver,Command And Control,Rocke|APT41|RTM|BRONZE BUTLER|Kimsuky|Patchwork
T1001.001,Junk Data,Command And Control,APT28
T1598.001,Spearphishing Service,Reconnaissance,no
T1505.006,vSphere Installation Bundles,Persistence,UNC3886
T1552.007,Container API,Credential Access,no
T1584.001,Domains,Resource Development,Magic Hound|SideCopy|Transparent Tribe|Mustard Tempest|Kimsuky|APT1
T1505.001,SQL Stored Procedures,Persistence,no
T1556.004,Network Device Authentication,Defense Impairment|Persistence|Credential Access,no
T1561.001,Disk Content Wipe,Impact,VOID MANTICORE|Lazarus Group|Gamaredon Group
T1213.005,Messaging Applications,Collection,Fox Kitten|Scattered Spider|LAPSUS$
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Exfiltration,Lazarus Group|FIN8|Thrip|APT32|Salt Typhoon|Mustang Panda|Contagious Interview|Wizard Spider|OilRig|APT33|FIN6
T1027.015,Compression,Stealth,Molerats|Threat Group-3390|VOID MANTICORE|Gamaredon Group|Higaisa|TA2541|Mofang|Kimsuky|WIRTE|Leviathan
T1574.004,Dylib Hijacking,Stealth|Execution,no
T1601.002,Downgrade System Image,Defense Impairment,no
T1684.002,Email Spoofing,Stealth,no
T1078.003,Local Accounts,Stealth|Persistence|Privilege Escalation|Initial Access,Kimsuky|PROMETHIUM|FIN10|Play|APT32|Sea Turtle|Tropic Trooper|HAFNIUM|FIN7|Velvet Ant|APT29|Turla
T1669,Wi-Fi Networks,Initial Access,APT28
T1211,Exploitation for Stealth,Stealth,Velvet Ant|APT28
T1127,Trusted Developer Utilities Proxy Execution,Stealth|Execution,no
T1529,System Shutdown/Reboot,Impact,APT38|APT37|Lazarus Group|Medusa Group
T1218.014,MMC,Stealth,Medusa Group
T1564.010,Process Argument Spoofing,Stealth,no
T1574.012,COR_PROFILER,Stealth|Execution,Blue Mockingbird
